,SSM_IS,SSM_LSM,SIG40,SLOPE,CURVE,sigf,sigm,siga,incf,incm,inca
2011-06-04 02:12:07.498984,0.112,0.26090999603271486,-8.404155,-0.08401474,-0.0023583183,-8.251767,-8.58837,-8.372328,45.264927,34.776356,45.237263
2011-06-05 15:51:43.124991,0.102,0.2557900047302246,-8.427087,-0.08414925,-0.0023540524,-8.431279,-8.485015,-8.364965,52.011143,41.056423,52.11839
2011-06-06 03:10:46.874986,0.1,0.2892700004577637,-8.293389,-0.084359124,-0.0023451617,-8.212868,-8.323651,-8.343649,61.715206,50.29925,61.634792
2011-06-08 14:49:35.624991,0.09,0.27579000473022464,-8.302855,-0.08459604,-0.002340293,-8.30561,-8.32282,-8.280134,59.965996,48.590183,59.98228
2011-06-09 02:08:39.374021,0.089,0.264739990234375,-8.394121,-0.0846979,-0.0023389556,-8.308364,-8.463421,-8.410578,49.852566,38.954754,49.80277
2011-06-10 15:48:14.999988,0.086,0.2571800041198731,-8.390279,-0.08477216,-0.0023374618,-8.386576,-8.489403,-8.294857,47.758736,37.084534,47.846256
2011-06-11 03:07:16.874999,0.086,0.2526799964904785,-8.395505,-0.08486957,-0.0023335412,-8.411381,-8.322734,-8.452401,58.443436,47.038895,58.358425
2011-06-12 15:06:54.374014,0.083,0.24749000549316405,-8.316612,-0.08499214,-0.0023258238,-8.228721,-8.333483,-8.387635,37.58234,28.192795,37.57687
2011-06-13 14:46:09.375014,0.089,0.2466699981689453,-8.32782,-0.085070275,-0.0023200554,-8.221336,-8.354078,-8.408045,63.02969,51.6682,63.04541
2011-06-14 02:05:13.125009,0.091,0.24288000106811525,-8.517339,-0.08512066,-0.0023165783,-8.493275,-8.498,-8.560742,53.85703,42.75299,53.804222
2011-06-15 15:44:48.750010,0.086,0.28416999816894534,-8.471243,-0.08515288,-0.0023128046,-8.438971,-8.524987,-8.44977,42.98921,32.816017,43.06685
2011-06-16 03:03:48.749996,0.142,0.26930000305175783,-7.788462,-0.08520579,-0.0023042604,-7.700602,-7.7504067,-7.9143786,54.80597,43.505997,54.720936
2011-06-17 15:03:28.125002,0.126,0.2767300033569336,-8.433194,-0.085266545,-0.0022943094,-8.467602,-8.286483,-8.545498,43.13517,32.902412,43.13875
2011-06-19 02:01:46.874991,0.122,0.2764299964904785,-8.423991,-0.08527956,-0.0022871608,-8.310074,-8.406499,-8.555403,57.392696,46.189796,57.341785
2011-06-19 16:02:00.000019,0.139,0.2717799949645996,-8.052941,-0.08527956,-0.0022871608,-7.9369903,-8.094941,-8.126892,62.108585,51.0363,62.249958
2011-06-20 15:41:24.375017,0.149,0.29318000793457033,-8.19946,-0.08526849,-0.0022893285,-8.106701,-8.156377,-8.335302,37.60308,28.186058,37.667274
2011-06-21 03:00:22.499012,0.146,0.2796699905395508,-8.233734,-0.08523134,-0.0022940016,-8.246836,-8.213296,-8.241071,50.767727,39.707058,50.679146
2011-06-22 15:00:00.000000,0.137,0.26726999282836916,-8.269388,-0.08519341,-0.002298582,-8.456415,-8.132268,-8.2194805,48.103695,37.303696,48.104977
2011-06-24 01:58:22.499999,0.154,0.2805999946594238,-8.471939,-0.085227266,-0.0022955814,-8.463544,-8.537603,-8.41467,60.537823,49.333466,60.466057
2011-06-24 15:58:33.748995,0.153,0.30073999404907226,-8.247885,-0.085227266,-0.0022955814,-8.194093,-8.361598,-8.1879635,59.188004,48.07162,59.313046
2011-06-26 02:56:54.374010,0.138,0.26945999145507815,-8.367631,-0.08518543,-0.0022950715,-8.394981,-8.201024,-8.506888,46.117275,35.486908,46.01956
2011-06-27 14:56:33.749982,0.129,0.2716699981689453,-8.32261,-0.08512063,-0.002298456,-8.210978,-8.2639675,-8.492886,52.459347,41.326477,52.475048
2011-06-28 02:15:31.873977,0.129,0.2969599914550781,-8.1727915,-0.085064024,-0.002300044,-8.216981,-8.116731,-8.184664,39.99405,30.180983,39.967896
2011-06-29 01:54:56.250021,0.161,0.26785999298095703,-8.372445,-0.0851226,-0.0022945402,-8.303996,-8.489407,-8.323932,63.30897,52.158302,63.227497
2011-06-29 15:55:09.374003,0.16,0.26452999114990233,-8.356358,-0.0851226,-0.0022945402,-8.532346,-8.299147,-8.23758,55.83944,44.746468,55.95248
2011-07-01 02:53:28.124998,0.142,0.25142000198364256,-8.511097,-0.08506167,-0.0022940713,-8.448724,-8.499503,-8.585063,40.918198,30.96848,40.833927
2011-07-02 14:53:05.625019,0.124,0.2448900032043457,-8.366358,-0.08498338,-0.0022958566,-8.402356,-8.406971,-8.289747,56.344925,45.042854,56.364094
2011-07-03 02:12:05.625005,0.117,0.24110000610351562,-8.421855,-0.08494718,-0.0022949683,-8.2956505,-8.5080385,-8.461875,45.1331,34.664066,45.09961
2011-07-04 15:51:43.124991,0.105,0.2560300064086914,-8.4512825,-0.08488538,-0.0022996387,-8.420222,-8.428852,-8.504772,52.130524,41.172153,52.239708
2011-07-05 03:10:46.874986,0.128,0.2519799995422363,-8.273125,-0.084823504,-0.0023061666,-8.138283,-8.229764,-8.451329,61.80773,50.384388,61.72158
2011-07-07 14:49:37.499976,0.124,0.25040000915527344,-8.30828,-0.08472004,-0.002315982,-8.222723,-8.327446,-8.374669,59.79803,48.418034,59.811436
2011-07-08 02:08:39.374021,0.121,0.24191999435424805,-8.031143,-0.08468334,-0.0023215672,-8.016099,-8.04323,-8.034101,49.674633,38.795776,49.623657
2011-07-09 15:48:16.875013,0.168,0.266870002746582,-8.141014,-0.084640115,-0.0023271565,-7.9010043,-8.280285,-8.241753,47.93431,37.25242,48.026756
2011-07-10 03:07:18.749983,0.166,0.25312000274658203,-7.8396688,-0.08460609,-0.0023334208,-7.827855,-7.747634,-7.9435177,58.576164,47.166756,58.492054
2011-07-11 15:06:56.250005,0.165,0.24170000076293946,-8.11925,-0.084578246,-0.0023370527,-8.00874,-8.052909,-8.2961,37.34105,27.998663,37.337406
2011-07-12 14:46:09.375014,0.155,0.27295000076293946,-8.290049,-0.08453931,-0.002341243,-8.215685,-8.370285,-8.284176,62.882584,51.515114,62.89865
2011-07-13 02:05:13.125009,0.148,0.2556999969482422,-8.316665,-0.08447807,-0.002347058,-8.290377,-8.3922415,-8.267376,53.685535,42.57275,53.63211
2011-07-14 15:44:50.624995,0.139,0.24292999267578125,-8.396549,-0.08440859,-0.002350252,-8.546229,-8.390008,-8.253411,43.1788,32.99106,43.25406
2011-07-15 03:03:50.625021,0.137,0.24434999465942384,-8.223955,-0.08435344,-0.0023510358,-8.321016,-8.129113,-8.221735,54.965187,43.66455,54.87518
2011-07-16 15:03:28.125002,0.139,0.23819999694824218,-8.126931,-0.084295124,-0.0023471126,-8.150239,-8.1248255,-8.105729,42.91869,32.71235,42.924316
2011-07-18 02:01:46.874991,0.134,0.22965000152587892,-8.376401,-0.08428869,-0.0023314885,-8.335154,-8.444354,-8.349696,57.267025,46.06807,57.205967
2011-07-18 16:02:00.000019,0.132,0.22860000610351563,-8.378868,-0.08428869,-0.0023314885,-8.330693,-8.501831,-8.30408,62.2077,51.142487,62.350975
2011-07-19 15:41:22.498987,0.122,0.22381999969482422,-8.516475,-0.08426498,-0.0023225169,-8.551943,-8.589535,-8.407948,37.81615,28.376041,37.88278
2011-07-20 03:00:22.499012,0.115,0.2207200050354004,-8.352387,-0.08419782,-0.002317263,-8.405843,-8.298772,-8.352548,50.882538,39.809967,50.791893
2011-07-21 15:00:00.000000,0.104,0.21635000228881837,-8.312428,-0.0841642,-0.0023101966,-8.255732,-8.463307,-8.218245,47.90096,37.12614,47.90632
2011-07-23 01:58:20.625014,0.1,0.2150699996948242,-8.365079,-0.08421726,-0.0022867508,-8.405551,-8.28843,-8.401256,60.43449,49.223568,60.358574
2011-07-23 15:58:33.748995,0.098,0.21358999252319336,-8.289488,-0.08421726,-0.0022867508,-8.372776,-8.40981,-8.085878,59.258755,48.148315,59.38935
2011-07-25 02:56:54.374010,0.094,0.21197999954223634,-7.8844333,-0.08428743,-0.0022709745,-7.798647,-7.926016,-7.928636,46.307438,35.648335,46.216114
2011-07-26 14:56:31.873991,0.135,0.24448999404907226,-8.059193,-0.08429072,-0.0022672457,-8.132069,-7.960741,-8.084768,52.326218,41.204296,52.342434
2011-07-27 02:15:29.999998,0.134,0.23600999832153322,-8.15793,-0.08427224,-0.002263517,-8.036674,-8.231321,-8.205797,39.785275,30.003508,39.764114
2011-07-28 01:54:54.374996,0.125,0.22270000457763672,-8.3030615,-0.084255375,-0.0022597045,-8.4013195,-8.271366,-8.236499,63.243168,52.08652,63.15856
2011-07-28 15:55:07.499983,0.121,0.2206599998474121,-8.226722,-0.084255375,-0.0022597045,-8.269607,-8.187862,-8.222694,55.971436,44.882057,56.09125
2011-07-30 02:53:24.374988,0.104,0.20881999969482423,-8.299937,-0.08423489,-0.0022528362,-8.213142,-8.300618,-8.386051,41.029537,31.050503,40.94371
2011-07-31 14:53:01.875009,0.096,0.2615999984741211,-8.318719,-0.08417387,-0.0022538854,-8.428261,-8.38198,-8.145917,56.223446,44.91485,56.248558
2011-08-01 02:12:03.749014,0.096,0.24284000396728517,-8.2146,-0.08413412,-0.0022559103,-8.167358,-8.297196,-8.179246,45.015064,34.559544,44.981052
2011-08-02 15:51:39.375021,0.094,0.22545000076293945,-8.464349,-0.08411475,-0.0022577934,-8.512174,-8.410757,-8.470116,52.248837,41.288006,52.363434
2011-08-03 03:10:43.124976,0.094,0.218439998626709,-8.319371,-0.08408577,-0.0022609287,-8.213639,-8.218506,-8.525969,61.86632,50.433735,61.78126
2011-08-05 14:49:33.750007,0.09,0.24764999389648437,-8.388066,-0.08410995,-0.0022612165,-8.364649,-8.493452,-8.306098,59.7066,48.336445,59.73235
2011-08-06 02:08:35.625017,0.089,0.23275999069213868,-8.437496,-0.08408229,-0.0022661185,-8.501619,-8.393066,-8.417804,49.529816,38.66613,49.494465
2011-08-07 15:48:11.249012,0.112,0.22822999954223633,-8.345539,-0.084038794,-0.0022728033,-8.283711,-8.542451,-8.210455,48.091316,37.39824,48.183926
2011-08-08 03:07:13.124989,0.111,0.275939998626709,-8.218839,-0.08401216,-0.0022787335,-8.12013,-8.334187,-8.2022,58.639153,47.227814,58.551777
2011-08-09 15:06:50.625010,0.112,0.2375,-8.235988,-0.083996795,-0.0022822542,-8.175743,-8.320431,-8.211787,37.27674,27.933811,37.270718
2011-08-10 14:46:03.750019,0.109,0.22520000457763673,-8.354768,-0.084012054,-0.002286931,-8.314164,-8.3947735,-8.355366,62.81583,51.460354,62.841835
2011-08-11 02:05:07.499974,0.104,0.21791000366210939,-8.343999,-0.084025174,-0.002291543,-8.209848,-8.490515,-8.331633,53.60535,42.503864,53.555565
2011-08-12 15:44:45.000000,0.114,0.21093000411987306,-8.42246,-0.08400794,-0.00229485,-8.492057,-8.424502,-8.350819,43.316204,33.11216,43.404068
2011-08-13 03:03:44.999986,0.124,0.20697999954223634,-7.9365535,-0.083990954,-0.0022965153,-7.8670564,-7.944065,-7.998539,55.026237,43.71109,54.93663
2011-08-14 15:03:22.500008,0.153,0.2142300033569336,-8.015952,-0.083993584,-0.0022932286,-7.9069805,-8.213113,-7.92776,42.8049,32.619118,42.807507
2011-08-16 02:01:41.248991,0.139,0.20118000030517577,-8.426305,-0.084003545,-0.0022927988,-8.477549,-8.384204,-8.417164,57.195515,45.98845,57.13439
2011-08-16 16:01:52.500000,0.136,0.20020000457763673,-8.443629,-0.084003545,-0.0022927988,-8.310804,-8.499292,-8.520789,62.285732,51.221046,62.425987
2011-08-17 15:41:16.874998,0.126,0.19483999252319337,-8.512956,-0.084068276,-0.0022878088,-8.553771,-8.493206,-8.49189,37.938934,28.479551,38.00664
2011-08-18 03:00:14.999999,0.121,0.19107999801635742,-8.495172,-0.08418464,-0.0022753167,-8.528862,-8.48245,-8.474206,50.934395,39.86158,50.85522
2011-08-19 14:59:52.499014,0.136,0.1868400001525879,-8.434872,-0.08430993,-0.0022611779,-8.657342,-8.271799,-8.375474,47.84009,37.067577,47.857735
2011-08-21 01:58:13.123988,0.125,0.18240999221801757,-8.175582,-0.08456007,-0.0022338168,-8.179641,-8.20691,-8.140193,60.3762,49.16512,60.305664
2011-08-21 15:58:26.249982,0.122,0.1820400047302246,-8.268641,-0.08456007,-0.0022338168,-8.28541,-8.349865,-8.170648,59.33878,48.22177,59.46644
2011-08-23 02:56:44.999005,0.109,0.1813100051879883,-8.551665,-0.08481844,-0.0022089693,-8.501363,-8.546212,-8.60742,46.323975,35.673122,46.24233
2011-08-24 14:56:22.498987,0.1,0.17659000396728516,-8.496821,-0.08490371,-0.002201491,-8.570083,-8.414116,-8.506266,52.261467,41.150383,52.287827
2011-08-25 02:15:22.499012,0.098,0.17350999832153322,-8.497575,-0.08501277,-0.00219065,-8.494926,-8.404249,-8.59355,39.717716,29.958721,39.705456
2011-08-26 01:54:44.999991,0.095,0.17014999389648439,-8.322003,-0.08513517,-0.0021790985,-8.286946,-8.267375,-8.411689,63.196278,52.04311,63.11865
2011-08-26 15:54:58.125019,0.093,0.16969999313354492,-8.424994,-0.08513517,-0.0021790985,-8.379987,-8.478909,-8.41609,56.06145,44.9603,56.183033
2011-08-28 02:53:16.874003,0.09,0.16650999069213868,-8.628353,-0.08534208,-0.0021582057,-8.803616,-8.5769825,-8.50446,41.09353,31.109617,41.01025
2011-08-29 14:52:52.500005,0.084,0.16294000625610353,-8.54754,-0.08535789,-0.0021546087,-8.541544,-8.551004,-8.550072,56.195957,44.89689,56.218327
2011-08-30 02:11:54.374010,0.085,0.16056999206542968,-8.5958185,-0.08539718,-0.0021455402,-8.588795,-8.490047,-8.708612,44.95007,34.509457,44.92532
2011-08-31 15:51:29.999976,0.083,0.15796999931335448,-8.621001,-0.085388295,-0.0021381003,-8.487934,-8.76266,-8.612408,52.351643,41.380512,52.45331
2011-09-01 03:10:31.874021,0.081,0.15638999938964843,-8.478784,-0.08534734,-0.002132925,-8.321222,-8.5401125,-8.575015,61.8841,50.46159,61.811356
2011-09-03 14:49:22.500017,0.077,0.15470000267028808,-8.329753,-0.085357845,-0.0021161875,-8.321556,-8.310869,-8.356832,59.6692,48.312634,59.69984
2011-09-04 02:08:24.374988,0.079,0.1548299980163574,-8.629482,-0.08533876,-0.0021090424,-8.643001,-8.595468,-8.649978,49.549046,38.688564,49.518997
2011-09-05 15:48:01.875014,0.091,0.2959600067138672,-7.4097958,-0.08528824,-0.002106245,-7.2853184,-7.45978,-7.4842896,48.148846,37.44769,48.24857
2011-09-06 03:07:01.874999,0.152,0.25759000778198243,-7.274761,-0.085251294,-0.0021056281,-7.2379313,-7.2104363,-7.3759155,58.64878,47.239197,58.566883
2011-09-07 15:06:39.375021,0.144,0.24268999099731445,-8.265573,-0.085180715,-0.0021069048,-8.353678,-8.072594,-8.370446,37.209675,27.893147,37.217327
2011-09-08 14:45:52.498984,0.147,0.22982999801635742,-8.345543,-0.08512397,-0.0021081667,-8.3519335,-8.402461,-8.282234,62.81517,51.452873,62.83547
2011-09-09 02:04:56.249020,0.147,0.22383998870849608,-8.475626,-0.085045144,-0.0021108543,-8.514359,-8.322692,-8.589827,53.58401,42.474545,53.536987
2011-09-10 15:44:31.874986,0.14,0.21316999435424805,-8.484712,-0.084948,-0.0021122918,-8.627375,-8.390314,-8.436448,43.362774,33.143917,43.440723
2011-09-11 03:03:31.875012,0.139,0.20650999069213868,-8.606354,-0.08482549,-0.0021165318,-8.568117,-8.53252,-8.718425,55.01116,43.70428,54.928967
2011-09-12 15:03:09.374993,0.129,0.19878000259399414,-8.529541,-0.08471662,-0.002119891,-8.395429,-8.618463,-8.574733,42.78531,32.610516,42.78893
2011-09-14 02:01:28.123977,0.122,0.18843000411987304,-8.641261,-0.084441625,-0.0021322377,-8.706685,-8.586512,-8.630584,57.184425,45.981945,57.12933
2011-09-14 16:01:39.374020,0.117,0.1877400016784668,-8.526309,-0.084441625,-0.0021322377,-8.571871,-8.562018,-8.445039,62.307945,51.243393,62.448418
2011-09-15 15:41:03.749983,0.11,0.18371999740600586,-8.649574,-0.08429456,-0.0021393728,-8.545659,-8.65644,-8.746623,37.997902,28.528141,38.07049
2011-09-16 03:00:01.875025,0.109,0.18194999694824218,-8.726214,-0.08414905,-0.0021433185,-8.698547,-8.7614975,-8.718599,50.937004,39.86874,50.863213
2011-09-17 14:59:37.500021,0.103,0.20083000183105468,-8.895363,-0.084000856,-0.0021523247,-8.770442,-8.974942,-8.940703,47.825577,37.073,47.852894
2011-09-19 01:57:58.124995,0.1,0.1912299919128418,-8.922278,-0.083733186,-0.0021658666,-8.835805,-8.944509,-8.986521,60.411556,49.206352,60.34616
2011-09-19 15:58:11.248977,0.098,0.19034000396728515,-8.817352,-0.083733186,-0.0021658666,-8.78936,-8.872219,-8.790478,59.367237,48.2521,59.496758
2011-09-21 02:56:30.000012,0.097,0.1904199981689453,-8.644255,-0.08353483,-0.0021731076,-8.628466,-8.64032,-8.663979,46.32077,35.663197,46.23077
2011-09-22 14:56:07.499993,0.148,0.29275999069213865,-7.9029007,-0.0834136,-0.0021759507,-7.753668,-7.850951,-8.104084,52.263165,41.15553,52.28539
2011-09-23 02:15:05.623988,0.147,0.262450008392334,-8.18575,-0.08331526,-0.002172689,-8.28368,-8.168638,-8.104931,39.83282,30.039713,39.814972
2011-09-24 01:54:29.998987,0.164,0.29388999938964844,-8.373034,-0.0831784,-0.0021702324,-8.260326,-8.400467,-8.458307,63.243946,52.09326,63.16509
2011-09-24 15:54:41.249995,0.163,0.2751300048828125,-8.444378,-0.0831784,-0.0021702324,-8.444951,-8.364794,-8.523389,56.04748,44.950085,56.163338
2011-09-26 02:53:00.000025,0.159,0.24749000549316405,-8.318207,-0.08287306,-0.0021705271,-8.45595,-8.310486,-8.188185,41.064323,31.09478,40.98471
2011-09-27 14:52:35.625021,0.155,0.25343000411987304,-8.358355,-0.08278381,-0.002164674,-8.371031,-8.286121,-8.417912,56.214348,44.9132,56.232395
2011-09-28 02:11:35.625007,0.154,0.24215999603271485,-8.546243,-0.08270421,-0.0021514923,-8.668607,-8.495415,-8.474707,45.050236,34.577812,45.013954
2011-09-29 15:51:09.373977,0.145,0.23049999237060548,-8.641022,-0.08266931,-0.0021281552,-8.512319,-8.820941,-8.589806,52.006535,41.05206,52.11382
2011-09-30 03:10:13.124012,0.137,0.2239900016784668,-8.679957,-0.08264874,-0.0021002472,-8.673547,-8.677186,-8.68914,61.990906,50.573902,61.907944
2011-10-02 14:49:09.375003,0.122,0.23392000198364257,-9.152214,-0.0826766,-0.0020363475,-9.041179,-9.267839,-9.147626,59.90098,48.523872,59.911392
2011-10-03 02:08:13.124999,0.117,0.2280699920654297,-9.368033,-0.082721435,-0.0020002713,-9.463194,-9.296636,-9.344271,49.423283,38.561195,49.37829
2011-10-04 15:47:50.625025,0.11,0.2176799964904785,-8.974405,-0.082726,-0.0019679114,-8.977177,-9.222329,-8.723711,47.82108,37.140446,47.90768
2011-10-05 03:06:54.374014,0.109,0.2123200035095215,-9.082025,-0.08272517,-0.0019336025,-8.952007,-9.100407,-9.19366,58.807354,47.39802,58.72596
2011-10-06 15:06:33.749986,0.103,0.20621999740600586,-8.733976,-0.08272962,-0.0019007578,-8.718056,-8.8194275,-8.664446,37.48565,28.110254,37.477276
2011-10-07 14:45:48.749014,0.1,0.20219999313354492,-8.776063,-0.082773864,-0.0018676657,-8.820987,-8.824169,-8.683034,62.957355,51.592793,62.97234
2011-10-08 02:04:54.375000,0.1,0.19860000610351564,-9.026261,-0.08285845,-0.0018319457,-9.076011,-8.985399,-9.017375,53.440853,42.35608,53.39746
2011-10-09 15:44:31.874986,0.095,0.26760000228881836,-9.023419,-0.082918294,-0.0017944798,-9.079994,-9.125766,-8.864498,43.056362,32.885452,43.131496
2011-10-10 03:03:33.748991,0.095,0.26840999603271487,-8.884681,-0.08297102,-0.0017526743,-8.862715,-8.879408,-8.911918,55.245697,43.926353,55.16096
2011-10-11 15:03:13.125003,0.14,0.29841999053955076,-8.11248,-0.08306396,-0.0017079744,-8.066783,-8.483193,-7.787465,43.034298,32.812622,43.03881
2011-10-13 02:01:35.625002,0.156,0.2835600090026855,-8.44064,-0.083166085,-0.0016291004,-8.518217,-8.289165,-8.514541,57.025127,45.82714,56.96771
2011-10-13 16:01:48.748984,0.156,0.2756100082397461,-8.326585,-0.083166085,-0.0016291004,-8.317143,-8.341123,-8.32149,62.159527,51.089703,62.293167
2011-10-14 15:41:13.124988,0.163,0.26243999481201175,-8.548172,-0.083239004,-0.001584423,-8.541399,-8.59902,-8.504097,37.684456,28.263899,37.75025
2011-10-15 03:00:13.125014,0.159,0.2542900085449219,-8.587647,-0.08326108,-0.0015415653,-8.602832,-8.545791,-8.61432,51.19992,40.10312,51.11395
2011-10-16 14:59:52.499014,0.149,0.24503999710083008,-8.540942,-0.08326353,-0.0014951448,-8.492626,-8.587681,-8.542518,47.98149,37.19883,47.982906
2011-10-18 01:58:15.000019,0.137,0.23628000259399415,-8.408665,-0.083255224,-0.0014127229,-8.326584,-8.417621,-8.481788,60.222965,49.010998,60.14854
2011-10-18 15:58:28.125007,0.134,0.23788999557495116,-8.253929,-0.083255224,-0.0014127229,-8.212929,-8.379656,-8.169202,59.213017,48.09786,59.33438
2011-10-20 02:56:50.625006,0.185,0.2329400062561035,-8.724364,-0.08333445,-0.0013254147,-8.710012,-8.678858,-8.784224,46.67099,35.98332,46.575794
2011-10-21 14:56:31.873991,0.174,0.2290999984741211,-8.542212,-0.08339349,-0.0012745177,-8.444583,-8.590871,-8.591181,52.374634,41.24569,52.392544
2011-10-22 02:15:29.999998,0.17,0.22558000564575195,-8.777955,-0.08343504,-0.0012201892,-8.688793,-8.808437,-8.836637,39.433556,29.704828,39.4123
2011-10-23 15:55:09.374003,0.162,0.22204000473022462,-8.444604,-0.08344924,-0.0011698114,-8.353779,-8.5023,-8.477734,55.895416,44.800217,56.017967
2011-10-25 02:53:29.998977,0.155,0.2157200050354004,-8.635057,-0.08339161,-0.0010815993,-8.525446,-8.595687,-8.78404,41.469585,31.448053,41.392113
2011-10-26 14:53:09.374989,0.146,0.21395999908447266,-8.324822,-0.08337,-0.0010349574,-8.3689785,-8.234993,-8.370497,56.26401,44.959557,56.280167
2011-10-27 02:12:09.374974,0.142,0.21079999923706055,-8.374169,-0.08337931,-0.0009843318,-8.391203,-8.367338,-8.363969,44.66924,34.25361,44.637054
2011-10-28 15:51:48.749020,0.134,0.20884000778198242,-8.58862,-0.08334525,-0.00093764457,-8.543041,-8.596793,-8.626025,52.180416,41.211826,52.284954
2011-10-29 03:10:52.500021,0.141,0.20878000259399415,-8.067665,-0.08333977,-0.0008976528,-8.1229725,-7.8916063,-8.188415,62.10889,50.69055,62.02084
2011-10-31 14:49:46.875021,0.162,0.204950008392334,-8.620087,-0.0832882,-0.00082162337,-8.482229,-8.763595,-8.614436,59.72529,48.35046,59.742073
2011-11-01 02:08:48.749991,0.161,0.20336999893188476,-8.86631,-0.08328526,-0.0007804676,-8.906916,-8.772532,-8.919484,49.284096,38.4354,49.22995
2011-11-02 15:48:26.250017,0.153,0.20104000091552734,-8.449608,-0.08324724,-0.00074092956,-8.332151,-8.493331,-8.523343,47.943714,37.26357,48.03679
2011-11-03 03:07:28.124988,0.151,0.20027000427246094,-8.63584,-0.08316098,-0.00070639385,-8.674115,-8.56726,-8.666144,58.886032,47.471794,58.79677
2011-11-04 15:07:07.498988,0.212,0.2040800094604492,-8.061101,-0.08310493,-0.00067463773,-8.010661,-7.9877744,-8.184869,37.328495,27.997873,37.328953
2011-11-05 14:46:22.499988,0.197,0.20700000762939452,-8.476125,-0.082981445,-0.00064943545,-8.316938,-8.493577,-8.617859,62.83788,51.477417,62.859512
2011-11-06 02:05:26.249983,0.192,0.20416999816894532,-8.582992,-0.082871735,-0.0006233154,-8.55413,-8.589587,-8.605257,53.362453,42.26663,53.31057
2011-11-07 15:45:03.750009,0.183,0.20187999725341796,-8.286978,-0.08276896,-0.0005966224,-8.310348,-8.285179,-8.265406,43.172626,32.97651,43.252823
2011-11-08 03:04:03.749995,0.18,0.19969999313354492,-8.433717,-0.082679555,-0.0005649929,-8.4006405,-8.488674,-8.411838,55.260666,43.943874,55.168568
2011-11-09 15:03:43.123995,0.174,0.23511999130249023,-8.495895,-0.08255556,-0.00054204813,-8.460752,-8.479608,-8.547328,42.900112,32.71406,42.91355
2011-11-11 02:02:03.749010,0.17,0.22833000183105467,-8.520067,-0.082303844,-0.00050408056,-8.480795,-8.624387,-8.455019,56.99481,45.793377,56.925076
2011-11-11 16:02:16.875003,0.168,0.2266699981689453,-8.615942,-0.082303844,-0.00050408056,-8.332153,-8.720009,-8.795664,62.15083,51.0771,62.297947
2011-11-12 15:41:41.248995,0.164,0.22120000839233397,-8.517449,-0.08217177,-0.00048377764,-8.559023,-8.559971,-8.433356,37.70996,28.281853,37.772305
2011-11-13 03:00:39.375002,0.161,0.28819000244140625,-8.37572,-0.0820516,-0.00046089376,-8.406927,-8.22924,-8.490991,51.171417,40.07615,51.080696
2011-11-14 15:00:18.749003,0.156,0.2767099952697754,-8.35758,-0.0819023,-0.0004467882,-8.314475,-8.642654,-8.11561,47.94414,37.172184,47.95414
2011-11-16 01:58:41.250008,0.153,0.286560001373291,-8.126285,-0.081617035,-0.00042827878,-8.024473,-8.1905155,-8.163863,60.23234,49.01729,60.1547
2011-11-16 15:58:54.374995,0.221,0.3037299919128418,-7.5028977,-0.081617035,-0.00042827878,-7.667633,-7.4388623,-7.4021993,59.160923,48.04546,59.298748
2011-11-18 02:57:15.000009,0.21,0.2632900047302246,-8.791521,-0.081530854,-0.00039886206,-8.810378,-8.754623,-8.809561,46.519608,35.84283,46.425144
2011-11-19 14:56:54.374010,0.201,0.25545999526977536,-8.427069,-0.081519306,-0.00038559458,-8.284312,-8.611653,-8.385241,52.42635,41.298447,52.450027
2011-11-20 02:15:52.499976,0.199,0.2562100028991699,-8.30763,-0.08150078,-0.00037783457,-8.440817,-8.242439,-8.239634,39.550205,29.813644,39.52405
2011-11-21 01:55:16.874974,0.195,0.28114999771118165,-8.263904,-0.08150954,-0.00036999115,-8.387242,-8.136044,-8.268424,63.139584,51.979073,63.052433
2011-11-21 15:55:30.000002,0.193,0.3048200035095215,-8.0780325,-0.08150954,-0.00036999115,-8.011345,-8.101347,-8.121405,55.804863,44.712044,55.931908
2011-11-23 02:53:48.749991,0.255,0.3039800071716309,-7.1481647,-0.08155976,-0.0003555004,-7.1908355,-7.2251453,-7.028513,41.225555,31.218992,41.14147
2011-11-24 14:53:28.124998,0.224,0.289950008392334,-8.165112,-0.08161879,-0.00034654117,-8.154385,-8.081175,-8.259775,56.36691,45.063297,56.394135
2011-11-25 02:12:28.124983,0.22,0.2819099998474121,-8.207295,-0.08164522,-0.00033698126,-8.363284,-8.199926,-8.058679,44.858925,34.41759,44.82535
2011-11-26 15:52:03.750025,0.211,0.27163999557495117,-8.143101,-0.08162393,-0.0003325941,-8.068346,-8.090877,-8.270081,52.001404,41.054,52.114983
2011-11-27 03:11:07.499014,0.207,0.26856000900268556,-8.104542,-0.08163189,-0.00032775538,-8.134841,-8.133411,-8.045372,61.90261,50.475056,61.81685
2011-11-29 14:50:00.000000,0.258,0.28766000747680665,-8.30769,-0.08162162,-0.0003221941,-8.412815,-8.03799,-8.472264,59.9176,48.541847,59.940536
2011-11-30 02:09:01.875006,0.251,0.28214000701904296,-8.607549,-0.08166466,-0.00031791715,-8.656193,-8.48959,-8.676864,49.49619,38.63511,49.463383
2011-12-01 15:48:39.374991,0.24,0.27329000473022463,-8.441133,-0.08173526,-0.0003107253,-8.511118,-8.315401,-8.496878,47.720173,37.055317,47.821205
