,SSM_IS,TAU,SIG40
2012-11-04 03:15:48.749993,0.27,0.40343335,-8.720689
2012-11-05 15:15:07.500006,0.248,0.40311792,-9.518646
2012-11-07 02:13:42.187024,0.248,0.4026681,-9.121711
2012-11-07 16:13:37.499998,0.31,0.4026681,-9.01023
2012-11-08 15:52:59.999005,0.327,0.40236545,-8.908339
2012-11-09 03:12:16.875021,0.319,0.4019461,-9.510843
2012-11-10 15:11:33.749003,0.306,0.40155795,-9.150917
2012-11-12 02:10:11.250007,0.285,0.40087035,-8.7562
2012-11-12 16:10:05.624020,0.334,0.40087035,-8.657271
2012-11-14 03:08:43.124983,0.337,0.40006754,-9.608644
2012-11-15 15:07:59.999005,0.323,0.39959377,-9.25163
2012-11-16 02:27:16.875021,0.316,0.39907384,-9.544303
2012-11-17 02:06:39.373988,0.306,0.398496,-9.189166
2012-11-17 16:06:33.750013,0.303,0.398496,-9.112172
2012-11-19 03:05:09.374986,0.292,0.39746296,-9.410003
2012-11-20 15:04:26.250014,0.285,0.39689276,-9.01392
2012-11-21 02:23:44.999003,0.282,0.3962696,-9.028042
2012-11-22 16:03:03.749020,0.277,0.39551657,-9.164275
2012-11-23 03:22:24.375005,0.271,0.39472023,-9.149079
2012-11-24 03:01:39.374999,0.273,0.3938882,-9.736424
2012-11-25 15:00:58.124005,0.268,0.39321905,-9.538101
2012-11-26 02:20:18.749991,0.265,0.3925315,-9.604089
2012-11-27 15:59:37.500008,0.366,0.3917624,-8.911388
2012-11-28 03:18:58.124021,0.354,0.3909621,-9.2369795
2012-11-29 15:18:16.874999,0.336,0.39021003,-9.47211
2012-11-30 14:57:29.999003,0.329,0.38946328,-9.147919
2012-12-01 02:16:52.500013,0.324,0.38867766,-9.279473
2012-12-02 15:56:11.248984,0.314,0.3878991,-9.150617
2012-12-03 03:15:30.000025,0.308,0.38706833,-8.747409
2012-12-04 15:14:48.748991,0.298,0.38631374,-9.309959
2012-12-06 02:13:26.249995,0.321,0.38496897,-9.050475
2012-12-06 16:13:22.499999,0.318,0.38496897,-9.096353
2012-12-07 15:52:45.000012,0.317,0.38433522,-9.376735
2012-12-08 03:12:01.874982,0.313,0.38389286,-8.975069
2012-12-09 15:11:22.500019,0.302,0.38348758,-9.081364
2012-12-11 02:10:00.000017,0.389,0.3828057,-8.614485
2012-12-11 16:09:56.250021,0.374,0.3828057,-9.77396
2012-12-13 03:08:33.750019,0.359,0.3823268,-9.466079
2012-12-14 15:07:54.374976,0.345,0.38210413,-9.261861
2012-12-15 02:27:11.249986,0.343,0.38178208,-9.533591
2012-12-16 02:06:33.750000,0.337,0.3814961,-8.907826
2012-12-16 16:06:30.000003,0.391,0.3814961,-8.456951
2012-12-18 03:05:05.624976,0.42,0.38099557,-8.287017
2012-12-19 15:04:26.250014,0.393,0.3806472,-8.822173
2012-12-20 02:23:43.124983,0.386,0.38030025,-8.988228
2013-01-07 15:11:15.000000,0.416,0.37602815,-9.782779
2013-01-07 16:04:14.087001,0.416,0.37602815,-9.214707
2013-01-08 03:23:36.390989,0.416,0.37569728,-9.439925
2013-04-07 15:02:45.777012,0.426,0.3957511,-8.676614
2013-04-08 02:22:05.661018,0.426,0.39661822,-8.83434
2013-04-08 03:07:41.250002,0.426,0.39661822,-8.821388
2013-04-09 15:07:03.750025,0.426,0.39747757,-8.622523
2013-04-09 16:01:23.502008,0.422,0.39747757,-8.541451
2013-04-10 02:26:20.623988,0.405,0.39833477,-8.678391
2013-04-10 03:20:43.298989,0.405,0.39833477,-8.6009
2013-04-11 02:05:46.875017,0.374,0.3992015,-8.498633
2013-04-11 15:20:02.335985,0.37,0.3992015,-8.673089
2013-04-11 16:05:41.249996,0.369,0.3992015,-8.631336
2013-04-14 15:03:43.123995,0.419,0.4022449,-8.659055
2013-04-14 15:57:56.592005,0.417,0.4022449,-8.778592
2013-04-15 02:23:01.874996,0.408,0.40343595,-8.613941
2013-04-15 03:17:14.390003,0.409,0.40343595,-8.833978
2013-04-16 15:16:33.677008,0.395,0.40467003,-8.896913
2013-04-16 16:02:22.499998,0.396,0.40467003,-8.676547
2013-04-17 03:21:43.125017,0.383,0.40590915,-8.613675
2013-04-18 02:15:10.861015,0.387,0.40705654,-8.491707
2013-04-18 03:00:58.124005,0.386,0.40705654,-8.671676
2013-04-18 16:15:06.589999,0.384,0.40705654,-8.483153
2013-04-19 15:00:18.749003,0.362,0.40824205,-8.678249
2013-04-19 15:54:29.713988,0.362,0.40824205,-8.767667
2013-04-20 02:19:37.500003,0.43,0.40943426,-9.000899
2013-04-20 03:13:45.445009,0.43,0.40943426,-9.0531225
2013-04-21 15:13:04.770999,0.412,0.41068968,-9.01727
2013-04-21 15:58:58.125005,0.412,0.41068968,-8.958972
2013-04-22 03:18:18.750025,0.396,0.41183352,-9.002797
2013-04-23 02:11:43.539991,0.373,0.41302198,-8.912446
2013-04-23 15:17:37.498991,0.37,0.41302198,-8.826821
2013-04-23 16:11:37.606985,0.368,0.41302198,-8.828223
2013-04-24 14:56:52.499991,0.355,0.41423142,-8.889774
2013-04-25 02:16:14.999995,0.414,0.4154606,-8.891944
2013-04-25 03:10:18.260014,0.412,0.4154606,-9.087785
2013-04-26 15:09:39.824012,0.381,0.41668725,-8.997272
2013-04-26 15:55:33.750012,0.378,0.41668725,-8.987505
2013-04-27 02:28:57.928989,0.372,0.41773847,-9.243763
2013-04-27 03:14:52.500007,0.372,0.41773847,-9.035264
2013-04-30 16:12:45.000021,0.422,0.42075905,-8.507527
2013-05-01 15:06:17.144001,0.431,0.4216159,-8.721141
2013-05-01 15:52:09.375019,0.431,0.4216159,-8.697133
2013-05-02 02:25:35.127997,0.424,0.42247906,-8.807873
2013-05-02 03:11:26.249989,0.424,0.42247906,-8.6535015
2013-05-03 15:10:46.874986,0.406,0.42339736,-8.950446
2013-05-03 16:04:55.070001,0.404,0.42339736,-8.831095
2013-05-04 03:24:16.654983,0.39,0.4241515,-8.911655
2013-05-05 02:09:26.250009,0.43,0.42468232,-8.193642
2013-05-05 03:03:31.689014,0.43,0.42468232,-8.155495
2013-05-08 15:07:18.749983,0.43,0.42591405,-8.873702
2013-05-08 16:01:34.149023,0.43,0.42591405,-9.058163
2013-05-09 02:26:35.624993,0.425,0.4260688,-9.125325
2013-05-09 03:20:53.754012,0.427,0.4260688,-8.906234
2013-05-10 02:06:00.000000,0.415,0.4259871,-8.783654
2013-05-10 15:20:13.510014,0.42,0.4259871,-8.561629
2013-05-10 16:05:56.249995,0.42,0.4259871,-8.683957
2013-05-11 14:59:28.551005,0.423,0.42592996,-8.740116
2013-05-12 02:18:50.081994,0.419,0.4258007,-9.0558815
2013-05-12 03:04:31.874003,0.421,0.4258007,-9.294957
2013-05-13 15:03:52.500006,0.398,0.42563623,-9.245072
2013-05-13 15:58:11.413007,0.397,0.42563623,-9.552529
2013-05-14 02:23:11.250000,0.382,0.4253738,-9.57996
2013-05-14 03:17:29.133999,0.382,0.4253738,-9.503174
2013-05-15 15:16:48.996981,0.352,0.42492396,-8.896798
2013-05-15 16:02:30.000017,0.349,0.42492396,-8.890628
2013-05-16 03:21:50.623991,0.328,0.42444366,-8.847575
2013-05-17 02:15:27.412001,0.303,0.42383868,-8.594566
2013-05-17 03:01:05.624991,0.304,0.42383868,-8.723093
2013-05-17 16:15:22.486996,0.306,0.42383868,-8.754452
2013-05-18 15:00:24.375003,0.378,0.4232399,-7.884848
2013-05-18 15:54:46.763986,0.382,0.4232399,-8.355937
2013-05-19 02:19:44.998977,0.38,0.42280167,-8.4705925
2013-05-19 03:14:04.437986,0.379,0.42280167,-8.39849
2013-05-20 15:13:24.056994,0.41,0.4221893,-8.563405
2013-05-20 15:59:01.874974,0.409,0.4221893,-8.567092
2013-05-21 03:18:22.498988,0.395,0.42143327,-8.588115
2013-05-22 02:12:04.088019,0.391,0.42067873,-8.123107
2013-05-22 15:17:41.250007,0.43,0.42067873,-8.576491
2013-05-22 16:11:59.017007,0.43,0.42067873,-8.6371565
2013-05-23 14:56:54.374010,0.416,0.41991922,-8.659883
2013-05-24 02:16:16.874980,0.408,0.4191991,-8.867574
2013-05-24 03:10:38.914015,0.41,0.4191991,-9.080015
2013-05-25 15:10:00.230982,0.386,0.4185615,-9.098427
2013-05-25 15:55:35.623991,0.384,0.4185615,-9.244468
2013-05-26 02:29:16.108975,0.371,0.4179518,-9.545524
2013-05-26 03:14:54.374991,0.368,0.4179518,-9.232577
2013-05-27 02:08:40.323000,0.355,0.41738683,-9.067115
2013-05-27 15:14:13.123998,0.357,0.41738683,-8.936272
2013-05-27 16:08:35.203991,0.356,0.41738683,-8.954028
2013-05-29 02:12:50.625002,0.318,0.41623607,-8.945897
2013-05-29 16:12:45.000021,0.316,0.41623607,-8.943159
2013-05-30 15:06:33.749986,0.296,0.4156951,-8.9913
2013-05-30 15:52:07.498988,0.297,0.4156951,-9.0890665
2013-05-31 02:25:52.500021,0.277,0.4152506,-9.02138
2013-05-31 03:11:24.373998,0.28,0.4152506,-8.966197
2013-06-01 15:10:43.124976,0.261,0.41485155,-9.173061
2013-06-01 16:05:11.249998,0.262,0.41485155,-9.0913925
2013-06-02 03:24:31.875017,0.322,0.41442046,-8.137399
2013-06-03 02:09:22.500000,0.35,0.41392016,-8.654176
2013-06-03 03:03:46.874005,0.35,0.41392016,-8.618949
2013-06-03 16:09:16.874012,0.343,0.41392016,-8.9727545
2013-06-04 15:03:07.499003,0.327,0.41354638,-8.95394
2013-06-05 02:22:26.250003,0.313,0.413223,-8.921941
2013-06-05 03:07:54.374976,0.312,0.413223,-9.067229
2013-06-06 15:07:13.124989,0.356,0.41286623,-8.803637
2013-06-06 16:01:46.875005,0.354,0.41286623,-8.9288
2013-06-07 02:26:31.874983,0.343,0.41257292,-8.68249
2013-06-07 03:21:05.624999,0.344,0.41257292,-8.75632
2013-06-08 02:05:54.373991,0.326,0.4122367,-8.421994
2013-06-08 15:20:24.375012,0.334,0.4122367,-8.537174
2013-06-08 16:05:48.749010,0.334,0.4122367,-8.888238
2013-06-09 14:59:39.375006,0.318,0.4122354,-8.938691
2013-06-10 02:19:01.875010,0.386,0.41218454,-7.746326
2013-06-10 03:04:26.250014,0.385,0.41218454,-7.5921874
2013-06-11 15:03:43.123995,0.357,0.41203392,-8.633244
2013-06-12 02:23:01.874996,0.344,0.41193238,-8.681345
2013-06-12 03:17:39.374982,0.342,0.41193238,-8.864594
2013-06-13 15:16:58.123988,0.323,0.41176337,-9.023742
2013-06-13 16:02:20.625013,0.321,0.41176337,-8.952511
2013-06-14 03:21:41.248987,0.317,0.4116749,-8.957524
2013-06-15 02:15:35.623987,0.297,0.41169026,-9.049436
2013-06-15 03:00:56.249986,0.295,0.41169026,-8.974067
2013-06-15 16:15:31.874996,0.291,0.41169026,-8.790517
2013-06-16 15:00:13.125014,0.273,0.41170242,-8.934265
2013-06-16 15:54:54.375009,0.271,0.41170242,-9.097137
2013-06-17 02:19:33.749993,0.26,0.41176882,-7.7785306
2013-06-17 03:14:11.250019,0.261,0.41176882,-7.9893494
2013-06-18 15:13:31.874976,0.375,0.41177684,-7.781448
2013-06-18 15:58:50.624020,0.364,0.41177684,-8.20048
2013-06-19 03:18:11.250005,0.331,0.411742,-8.934228
2013-06-20 02:12:11.250000,0.309,0.41173923,-8.887789
2013-06-20 15:17:28.123987,0.302,0.41173923,-8.9567995
2013-06-20 16:12:05.624012,0.302,0.41173923,-8.918823
2013-06-21 14:56:41.248995,0.335,0.4118132,-8.91726
2013-06-22 02:16:03.750006,0.325,0.41198286,-8.739858
2013-06-22 03:10:44.998995,0.323,0.41198286,-8.819254
2013-06-23 15:10:03.750014,0.309,0.4122012,-8.932347
2013-06-23 15:55:20.624998,0.304,0.4122012,-8.691291
2013-06-24 02:29:20.624983,0.308,0.41239724,-8.556437
2013-06-24 03:14:39.373987,0.305,0.41239724,-8.4265785
2013-06-25 02:08:44.999982,0.302,0.41252977,-8.775502
2013-06-25 15:13:58.125005,0.359,0.41252977,-8.451259
2013-06-25 16:08:39.375000,0.364,0.41252977,-8.429372
2013-06-27 02:12:35.625003,0.306,0.41287816,-8.842394
2013-06-27 03:07:16.874999,0.305,0.41287816,-8.8456955
2013-06-27 16:12:29.999982,0.304,0.41287816,-9.09281
2013-06-28 15:06:35.624005,0.294,0.41291425,-8.632091
2013-06-28 15:51:54.374980,0.293,0.41291425,-8.621246
2013-06-29 02:25:54.375006,0.286,0.4129335,-8.676904
2013-06-29 03:11:13.124974,0.285,0.4129335,-8.912389
2013-06-30 15:10:33.750012,0.274,0.41289687,-8.900655
2013-06-30 16:05:13.123977,0.274,0.41289687,-8.936679
2013-07-01 03:24:33.750002,0.267,0.41275918,-8.610535
2013-07-02 02:09:13.124995,0.358,0.41265917,-8.163593
2013-07-02 03:03:48.749996,0.356,0.41265917,-7.96866
2013-07-02 16:09:09.374999,0.343,0.41265917,-8.995419
2013-07-03 15:03:07.499003,0.379,0.41265374,-8.504352
2013-07-04 02:22:28.124988,0.37,0.41258526,-8.510968
2013-07-04 03:07:48.749982,0.367,0.41258526,-8.612588
2013-07-08 14:59:37.500021,0.431,0.4131417,-8.609959
2013-07-09 02:18:59.999020,0.425,0.41336116,-8.472821
2013-07-09 03:04:26.250014,0.422,0.41336116,-8.492731
2013-07-10 15:03:44.999986,0.397,0.41356602,-8.615419
2013-07-10 15:58:18.750002,0.386,0.41356602,-8.471242
2013-07-11 02:23:04.687010,0.387,0.41369197,-7.7079043
2013-07-11 03:17:37.498991,0.387,0.41369197,-7.57303
2013-07-12 15:16:54.375025,0.405,0.41377443,-8.7939005
2013-07-12 16:02:24.373977,0.402,0.41377443,-8.96087
2013-07-13 03:21:46.874021,0.386,0.4139387,-9.159938
2013-07-14 02:15:31.873977,0.38,0.4141758,-8.956109
2013-07-14 03:01:01.875021,0.381,0.4141758,-8.739316
2013-07-14 16:15:26.248995,0.375,0.4141758,-8.896117
2013-07-15 15:00:22.499012,0.387,0.4143932,-8.85328
2013-07-15 15:54:50.625000,0.389,0.4143932,-8.662621
2013-07-16 02:19:43.124998,0.379,0.41467455,-8.699212
2013-07-16 03:14:07.500009,0.377,0.41467455,-8.816081
2013-07-17 15:13:26.249982,0.366,0.41485664,-8.750894
2013-07-17 15:59:01.874974,0.367,0.41485664,-8.845089
2013-07-18 03:18:22.498988,0.382,0.4150554,-8.54983
2013-07-19 02:12:05.625005,0.361,0.41532913,-8.750064
2013-07-19 15:17:43.124991,0.358,0.41532913,-8.879758
2013-07-19 16:12:00.000000,0.36,0.41532913,-8.713162
2013-07-20 14:56:56.250000,0.344,0.41558662,-8.851466
2013-07-21 02:16:18.750005,0.331,0.4159554,-8.866349
2013-07-21 03:10:37.499982,0.327,0.4159554,-8.665896
2013-07-22 15:09:56.248988,0.368,0.4162817,-8.321941
2013-07-22 15:55:39.375007,0.378,0.4162817,-8.320381
2013-07-23 02:29:13.123998,0.366,0.41637793,-8.550437
2013-07-23 03:14:58.123995,0.365,0.41637793,-8.799822
2013-07-24 02:08:37.500002,0.345,0.41658625,-8.831342
2013-07-24 15:14:18.749999,0.346,0.41658625,-8.819499
2013-07-24 16:08:31.875021,0.346,0.41658625,-8.979789
2013-07-26 02:12:56.248991,0.318,0.417027,-9.15808
2013-07-26 03:07:07.498988,0.314,0.417027,-9.018416
2013-07-26 16:12:52.500000,0.314,0.417027,-8.857699
2013-07-27 15:06:26.250007,0.3,0.4172625,-8.528691
2013-07-27 15:52:15.000014,0.3,0.4172625,-8.603937
2013-07-28 02:25:44.998995,0.302,0.4173959,-8.766683
2013-07-28 03:11:33.749003,0.305,0.4173959,-8.926841
2013-07-29 15:10:52.500021,0.294,0.41754806,-9.275202
2013-07-29 16:05:01.874993,0.294,0.41754806,-9.026196
2013-07-30 03:24:24.374998,0.28,0.41771796,-9.08017
2013-07-31 02:09:33.749989,0.27,0.4178991,-8.750846
2013-07-31 03:03:39.374991,0.27,0.4178991,-8.23507
2013-07-31 16:09:28.125008,0.353,0.4178991,-8.817174
2013-08-01 15:02:56.250019,0.352,0.41810566,-8.739659
2013-08-02 02:22:16.874999,0.335,0.41833454,-8.7672415
2013-08-02 03:08:07.499991,0.333,0.41833454,-8.803166
2013-08-03 15:07:28.124988,0.307,0.4184211,-8.986519
2013-08-03 16:01:33.749991,0.306,0.4184211,-8.984826
2013-08-04 02:26:44.999998,0.293,0.41866294,-8.973545
2013-08-04 03:20:54.375010,0.294,0.41866294,-8.799146
2013-08-05 02:06:09.374996,0.271,0.41889325,-9.208503
2013-08-05 15:20:11.249998,0.271,0.41889325,-9.022649
2013-08-05 16:06:05.625000,0.268,0.41889325,-9.1168375
2013-08-06 14:59:24.375007,0.256,0.41918123,-8.831584
2013-08-07 02:18:46.874005,0.261,0.41951993,-8.612451
2013-08-07 03:04:43.124998,0.26,0.41951993,-8.777794
2013-08-08 15:04:01.875010,0.358,0.4198075,-8.05852
2013-08-08 15:58:05.624988,0.352,0.4198075,-7.740126
2013-08-09 02:23:20.625005,0.365,0.4200726,-7.948644
2013-08-09 03:17:24.373977,0.36,0.4200726,-8.171897
2013-08-10 15:16:44.999980,0.37,0.4203846,-8.481852
2013-08-10 16:02:41.250007,0.369,0.4203846,-8.70044
2013-08-11 03:22:01.874986,0.359,0.42065594,-8.50773
2013-08-12 02:15:22.499012,0.352,0.42090607,-8.4364
2013-08-12 03:01:16.874980,0.348,0.42090607,-8.369378
2013-08-12 16:15:16.873991,0.352,0.42090607,-8.821779
2013-08-13 15:00:35.623987,0.361,0.42119455,-8.61666
2013-08-13 15:54:41.249995,0.359,0.42119455,-8.360314
2013-08-14 02:19:56.250012,0.375,0.42135072,-8.726705
2013-08-14 03:13:58.125005,0.373,0.42135072,-8.880143
2013-08-15 15:13:18.750002,0.351,0.42143035,-8.979698
2013-08-15 15:59:16.875014,0.352,0.42143035,-9.071947
2013-08-16 03:18:35.624003,0.343,0.42163187,-9.101157
2013-08-17 02:11:58.124020,0.332,0.42210382,-8.9818
2013-08-17 15:17:56.250006,0.307,0.42210382,-8.965933
2013-08-17 16:11:52.498998,0.333,0.42210382,-9.054048
2013-08-18 14:57:09.374974,0.38,0.42252406,-8.774006
2013-08-19 02:16:31.875019,0.381,0.42290515,-8.620753
2013-08-19 03:10:31.874021,0.393,0.42290515,-8.392256
2013-08-20 15:09:50.624999,0.372,0.4232961,-8.77963
2013-08-20 15:55:52.500021,0.381,0.4232961,-8.808064
2013-08-21 02:29:09.373988,0.425,0.4235918,-8.1115465
2013-08-21 03:15:09.374991,0.416,0.4235918,-8.3642645
2013-08-22 02:08:31.875008,0.383,0.42385998,-8.8857565
2013-08-22 15:14:29.999988,0.38,0.42385998,-8.860793
2013-08-22 16:08:28.124005,0.36,0.42385998,-8.756873
2013-08-24 02:13:07.499986,0.355,0.42399344,-8.674396
2013-08-24 03:07:05.625009,0.358,0.42399344,-8.436452
2013-08-24 16:13:01.875005,0.352,0.42399344,-8.909003
2013-08-25 15:06:24.374982,0.335,0.42397207,-8.994338
2013-08-25 15:52:26.250003,0.336,0.42397207,-8.9633255
2013-08-26 02:25:43.124976,0.321,0.4239269,-8.86023
2013-08-26 03:11:43.125013,0.323,0.4239269,-8.983903
2013-08-27 15:11:03.750010,0.309,0.4238956,-9.018836
2013-08-27 16:05:01.874993,0.308,0.4238956,-8.959425
2013-08-28 03:24:22.500013,0.298,0.42381105,-8.86995
2013-08-29 02:09:43.124993,0.286,0.42379105,-9.036899
2013-08-29 03:03:37.500007,0.277,0.42379105,-8.636981
2013-08-29 16:09:37.500012,0.283,0.42379105,-8.994053
2013-08-30 15:02:56.250019,0.273,0.42390084,-8.745457
2013-08-31 02:22:16.874999,0.264,0.42402008,-8.565221
2013-08-31 03:08:16.874995,0.263,0.42402008,-8.731113
2013-09-01 15:07:35.625008,0.297,0.4240055,-8.643417
2013-09-01 16:01:35.624010,0.272,0.4240055,-8.505184
2013-09-02 02:26:52.500017,0.27,0.42405596,-8.693854
2013-09-02 03:20:56.249995,0.236,0.42405596,-8.887734
2013-09-03 02:06:16.874010,0.261,0.42391413,-9.092398
2013-09-03 15:20:15.000008,0.325,0.42391413,-8.442092
2013-09-03 16:06:13.125019,0.323,0.42391413,-8.835343
2013-09-04 14:59:28.124976,0.296,0.4238755,-8.8765745
2013-09-05 02:18:50.625021,0.277,0.42374447,-8.896691
2013-09-05 03:04:48.748987,0.276,0.42374447,-8.97298
2013-09-06 15:04:09.373984,0.255,0.42364106,-8.941052
2013-09-06 15:58:09.374998,0.254,0.42364106,-8.959572
2013-09-07 02:23:28.125025,0.241,0.42348498,-9.047328
2013-09-07 03:17:28.123987,0.244,0.42348498,-8.953031
2013-09-08 15:16:46.875005,0.23,0.423234,-9.004681
2013-09-08 16:02:48.749986,0.231,0.423234,-9.056414
2013-09-09 03:22:11.249991,0.225,0.42288807,-9.055055
2013-09-10 02:15:24.375003,0.219,0.42274743,-8.74381
2013-09-10 03:01:26.250025,0.218,0.42274743,-8.633663
2013-09-10 16:15:20.625007,0.217,0.42274743,-8.899409
2013-09-11 15:00:44.998991,0.213,0.42254862,-9.050017
2013-09-11 15:54:43.124980,0.211,0.42254862,-8.976813
2013-09-12 02:20:05.624976,0.205,0.42231208,-8.610752
2013-09-12 03:13:59.998984,0.204,0.42231208,-8.674583
2013-09-13 15:13:18.750002,0.199,0.42205998,-9.032543
2013-09-13 15:59:26.249012,0.197,0.42205998,-9.28168
2013-09-14 03:18:45.000013,0.192,0.42166334,-9.541161
2013-09-15 02:11:58.124020,0.185,0.42154175,-9.46358
2013-09-15 15:18:05.625010,0.183,0.42154175,-9.264848
2013-09-15 16:11:54.374989,0.185,0.42154175,-9.123509
2013-09-16 14:57:20.623998,0.179,0.42141435,-9.20002
2013-09-17 02:16:41.249983,0.174,0.42128655,-9.249527
2013-09-17 03:10:31.874021,0.175,0.42128655,-9.174022
2013-09-18 15:09:50.624999,0.17,0.42110637,-9.26266
2013-09-18 15:56:01.874020,0.17,0.42110637,-9.498441
2013-09-19 02:29:07.500009,0.167,0.42087826,-9.204316
2013-09-19 03:15:20.624980,0.167,0.42087826,-9.261407
2013-09-20 02:08:31.875008,0.159,0.42066047,-9.172292
2013-09-20 15:14:41.250017,0.16,0.42066047,-9.220798
2013-09-20 16:08:26.249986,0.162,0.42066047,-9.081814
2013-09-22 02:13:18.749010,0.299,0.4203897,-8.840585
2013-09-22 03:07:03.750025,0.295,0.4203897,-8.571265
2013-09-22 16:13:13.123988,0.287,0.4203897,-9.100347
2013-09-23 15:06:22.498991,0.271,0.4202294,-9.078017
2013-09-23 15:52:37.498987,0.269,0.4202294,-9.089115
2013-09-24 02:25:41.249991,0.258,0.42002898,-8.922418
2013-09-24 03:11:54.375002,0.258,0.42002898,-9.0816965
2013-09-25 15:11:15.000000,0.33,0.41969946,-8.24876
2013-09-25 16:04:59.999003,0.333,0.41969946,-8.43987
2013-09-26 03:24:20.624988,0.343,0.41940013,-8.645564
2013-09-27 02:09:54.373977,0.338,0.41915774,-9.110933
2013-09-27 03:03:33.748991,0.343,0.41915774,-8.905849
2013-09-27 16:09:50.624986,0.335,0.41915774,-9.146184
2013-09-28 15:02:54.373988,0.327,0.41901478,-8.990795
2013-09-29 02:22:13.124989,0.324,0.4187838,-9.088277
2013-09-29 03:08:30.000009,0.321,0.4187838,-9.12527
2013-09-30 15:07:48.749982,0.309,0.4185465,-9.22459
2013-09-30 16:01:31.875006,0.307,0.4185465,-9.094001
2013-10-01 02:27:07.499976,0.313,0.41831642,-9.29171
2013-10-01 03:20:50.625000,0.304,0.41831642,-9.176688
2013-10-02 02:06:29.998984,0.299,0.4180959,-9.171905
2013-10-02 15:20:09.375013,0.297,0.4180959,-8.961955
2013-10-02 16:06:26.249993,0.298,0.4180959,-9.08911
2013-10-03 14:59:24.375007,0.295,0.41794002,-9.124786
2013-10-04 02:18:44.999986,0.291,0.417685,-8.955962
2013-10-04 03:05:03.749991,0.291,0.417685,-9.012995
2013-10-05 15:04:22.498998,0.282,0.41725254,-9.051727
2013-10-06 02:23:41.249999,0.281,0.41667044,-9.145667
2013-10-06 03:17:22.499998,0.277,0.41667044,-9.174374
2013-10-07 15:16:41.250010,0.325,0.4161771,-9.071973
2013-10-07 16:03:01.875000,0.324,0.4161771,-9.32876
2013-10-08 03:22:22.499980,0.321,0.41571718,-9.5890875
2013-10-09 02:15:16.874983,0.317,0.4152768,-9.286813
2013-10-09 03:01:37.500014,0.316,0.4152768,-9.213466
2013-10-09 16:15:13.124021,0.315,0.4152768,-9.109708
2013-10-10 15:00:56.249986,0.308,0.41479588,-9.28651
2013-10-10 15:54:35.625000,0.31,0.41479588,-9.173634
2013-10-11 02:20:16.875006,0.306,0.41428342,-9.515434
2013-10-11 03:13:52.500010,0.304,0.41428342,-9.330857
2013-10-12 15:13:11.248977,0.288,0.41369858,-9.220187
2013-10-12 15:59:35.623977,0.28,0.41369858,-9.273846
2013-10-13 03:18:56.250002,0.285,0.4129919,-9.515466
2013-10-14 02:11:48.750021,0.278,0.4125663,-9.4084215
2013-10-14 15:18:14.999974,0.277,0.4125663,-9.282479
2013-10-14 16:11:45.000025,0.276,0.4125663,-9.227111
2013-10-15 14:57:29.999003,0.274,0.41209912,-9.398141
2013-10-16 02:16:52.500013,0.272,0.41165274,-9.376485
2013-10-16 03:10:22.498977,0.27,0.41165274,-9.253581
2013-10-17 15:09:41.249995,0.313,0.41103002,-8.413623
2013-10-17 15:56:09.375005,0.315,0.41103002,-8.451379
2013-10-18 02:28:58.125005,0.316,0.41039956,-8.936159
2013-10-18 03:15:30.000025,0.317,0.41039956,-9.184894
2013-10-19 02:08:20.624012,0.311,0.40982673,-9.627817
2013-10-19 15:14:48.748991,0.308,0.40982673,-9.57565
2013-10-19 16:08:14.998991,0.308,0.40982673,-9.368481
2013-10-21 02:13:26.249995,0.297,0.4086719,-9.836772
2013-10-21 03:06:52.499995,0.297,0.4086719,-9.580849
2013-10-21 16:13:20.625014,0.295,0.4086719,-9.504334
2013-10-22 15:06:09.373977,0.289,0.40813175,-9.368983
2013-10-22 15:52:43.124987,0.291,0.40813175,-9.334556
2013-10-23 02:25:28.125017,0.29,0.4075148,-9.291522
2013-10-23 03:12:01.874982,0.29,0.4075148,-9.596623
2013-10-24 15:11:20.623988,0.285,0.40695152,-9.823613
2013-10-24 16:04:46.873988,0.282,0.40695152,-9.921332
2013-10-25 03:24:07.500014,0.284,0.40638748,-9.988961
2013-10-26 02:10:00.000017,0.28,0.40587682,-10.508747
2013-10-26 03:03:20.623977,0.28,0.40587682,-10.513153
2013-10-26 16:09:54.374996,0.276,0.40587682,-9.82055
2013-10-27 15:02:37.500010,0.272,0.40560707,-9.642075
2013-10-28 02:21:58.123984,0.272,0.40530312,-9.617004
2013-10-28 03:08:33.750019,0.271,0.40530312,-9.82836
2013-10-29 15:07:52.499991,0.27,0.40503412,-9.554586
2013-10-29 16:01:16.875007,0.273,0.40503412,-9.465752
2013-10-30 02:27:09.373995,0.273,0.4047205,-9.724095
2013-10-30 03:20:35.623995,0.271,0.4047205,-9.359681
2013-10-31 02:06:33.750000,0.269,0.4044849,-9.416074
2013-10-31 15:19:52.499989,0.265,0.4044849,-8.633739
2013-10-31 16:06:28.124012,0.266,0.4044849,-9.323567
2013-11-01 14:59:05.624998,0.335,0.40435398,-9.148448
2013-11-02 02:18:28.125002,0.329,0.4041319,-9.256351
2013-11-02 03:05:05.624976,0.327,0.4041319,-9.28375
2013-11-03 15:04:22.498998,0.345,0.40379742,-9.678243
2013-11-03 15:57:44.998988,0.345,0.40379742,-9.483426
2013-11-04 02:23:41.249999,0.34,0.40343335,-9.743362
2013-11-04 03:17:03.749989,0.338,0.40343335,-9.616681
2013-11-05 16:02:59.999010,0.325,0.40311792,-9.368834
